[21, 9, 11, 17, 14, 22]
[16, 11, 12, 11, 17, 24]
[17, 21, 17, 15, 15, 15]
[22, 9, 18, 15, 16, 27]
[18, 11, 13, 7, 16, 19]
[13, 12, 11, 13, 19, 15]
[20, 8, 9, 5, 21, 15]
[9, 11, 7, 7, 22, 9]
[10, 20, 5, 9, 12, 10]
[11, 13, 13, 7, 15, 8]
[12, 10, 13, 10, 21, 17]
[5, 9, 7, 12, 26, 5]
[12, 15, 6, 6, 35, 16]
[17, 21, 18, 20, 27, 27]
[19, 25, 13, 18, 19, 17]
[24, 16, 16, 14, 14, 24]
[17, 21, 26, 19, 17, 30]
[29, 19, 20, 28, 17, 22]
[27, 16, 21, 26, 16, 29]
[14, 18, 6, 19, 23, 17]
[12, 23, 18, 21, 32, 12]
[13, 17, 13, 9, 22, 15]
[10, 11, 13, 12, 13, 12]
[19, 22, 11, 9, 12, 9]
[14, 8, 12, 13, 10, 13]
[6, 6, 7, 10, 6, 10]
[10, 18, 10, 11, 25, 24]
[14, 6, 11, 9, 12, 7]
[15, 9, 12, 13, 10, 18]
[12, 12, 11, 11, 12, 13]
[12, 5, 8, 7, 8, 9]
[12, 11, 9, 6, 10, 20]
[8, 4, 9, 4, 9, 4]
[12, 10, 9, 5, 9, 14]
[11, 10, 12, 5, 18, 17]
[13, 10, 19, 19, 21, 18]
[21, 20, 15, 21, 18, 30]
[16, 16, 11, 15, 21, 24]
[17, 18, 13, 18, 13, 23]
[8, 6, 10, 15, 17, 12]
[12, 11, 2, 6, 17, 6]
[13, 21, 11, 16, 8, 19]
[4, 23, 13, 10, 28, 11]
[17, 12, 10, 21, 13, 22]
[19, 16, 22, 14, 19, 28]
[16, 17, 15, 9, 27, 24]
[9, 16, 10, 7, 29, 5]
[9, 11, 11, 11, 17, 19]
[16, 14, 13, 15, 16, 11]
[18, 18, 27, 17, 35, 18]
[10, 18, 11, 7, 18, 16]
[15, 16, 12, 11, 16, 14]
[12, 17, 5, 14, 21, 14]
[14, 8, 12, 9, 17, 10]
[9, 5, 6, 9, 13, 12]
[17, 11, 14, 13, 11, 16]
[13, 11, 5, 15, 8, 20]
[9, 8, 7, 7, 12, 6]
[13, 9, 10, 5, 19, 10]
[16, 6, 10, 5, 8, 8]
[8, 3, 10, 5, 9, 10]
[4, 10, 5, 8, 7, 5]
[10, 13, 9, 6, 17, 15]
[8, 8, 4, 6, 6, 9]
[10, 7, 3, 5, 20, 9]
[7, 8, 7, 2, 12, 5]
[8, 2, 7, 5, 13, 14]
[1, 5, 4, 1, 10, 11]
[6, 11, 4, 5, 19, 5]
[12, 20, 8, 10, 36, 10]
[8, 3, 8, 7, 14, 7]
[8, 8, 9, 10, 7, 6]
[5, 11, 7, 7, 14, 6]
[6, 13, 8, 12, 12, 17]
[10, 18, 8, 8, 23, 9]
[9, 11, 11, 16, 22, 9]
[19, 23, 10, 19, 20, 19]
[11, 21, 11, 13, 19, 15]
[14, 20, 18, 20, 27, 18]
[13, 9, 10, 7, 15, 2]
[2, 6, 7, 4, 17, 7]
[13, 18, 17, 25, 22, 22]
[3, 4, 7, 6, 4, 6]
[2, 4, 7, 3, 9, 4]
[2, 1, 7, 3, 10, 0]
[3, 4, 7, 5, 3, 4]
[4, 6, 8, 4, 10, 5]
[2, 7, 2, 2, 7, 0]
[1, 11, 6, 8, 22, 2]
[5, 6, 9, 6, 22, 9]
[7, 8, 1, 8, 24, 2]
[2, 6, 4, 4, 2, 1]
[2, 3, 6, 4, 10, 3]
[5, 4, 5, 3, 4, 2]
[7, 4, 5, 1, 13, 4]
[3, 3, 1, 3, 4, 6]
[7, 7, 9, 11, 13, 3]
[5, 1, 5, 3, 6, 4]
[5, 1, 3, 1, 6, 11]
[2, 2, 2, 2, 7, 6]
[3, 5, 4, 2, 3, 5]
[4, 9, 2, 3, 5, 7]
[5, 4, 2, 2, 1, 3]
[1, 10, 1, 2, 4, 2]
[5, 4, 8, 5, 4, 6]
[3, 1, 2, 3, 3, 1]
[3, 6, 2, 5, 10, 2]
[5, 5, 5, 4, 8, 2]
[3, 3, 6, 11, 4, 6]
[3, 6, 3, 5, 3, 2]
[3, 4, 3, 3, 4, 5]
[1, 0, 2, 0, 2, 3]
[5, 3, 2, 0, 2, 1]
[6, 4, 2, 0, 12, 1]
[4, 3, 3, 4, 7, 4]
[1, 4, 0, 4, 12, 4]
[2, 3, 3, 2, 3, 1]
[5, 2, 5, 3, 14, 1]
[3, 2, 2, 8, 2, 0]
[2, 0, 3, 2, 11, 1]
[0, 1, 1, 3, 4, 2]
[5, 2, 4, 1, 8, 5]
[5, 5, 1, 5, 11, 1]
[1, 2, 7, 6, 6, 3]
[2, 3, 2, 3, 5, 3]
[2, 4, 0, 5, 6, 6]
[3, 5, 6, 2, 13, 2]
[4, 5, 6, 2, 4, 3]
[5, 1, 3, 1, 3, 2]
[1, 4, 3, 1, 5, 0]
[4, 3, 6, 5, 7, 2]
[2, 4, 4, 1, 6, 3]
[4, 2, 4, 2, 7, 2]
[1, 3, 1, 4, 4, 1]
[2, 1, 4, 0, 4, 1]
[6, 3, 4, 1, 6, 3]
[3, 5, 2, 2, 8, 3]
[5, 2, 6, 3, 16, 5]
[5, 5, 4, 2, 12, 3]
[2, 3, 2, 3, 5, 1]
[1, 3, 7, 2, 10, 4]
[0, 7, 4, 1, 5, 5]
[1, 3, 5, 7, 11, 9]
[2, 9, 4, 5, 10, 5]
[1, 4, 3, 4, 5, 5]
[0, 0, 2, 0, 1, 2]
[5, 9, 7, 2, 5, 4]
[3, 5, 2, 3, 3, 3]
[7, 4, 5, 2, 7, 5]
[0, 4, 3, 5, 6, 4]
[3, 3, 3, 3, 10, 3]
[3, 4, 4, 3, 9, 3]
[3, 6, 4, 3, 12, 3]
[1, 8, 4, 7, 3, 1]
[4, 6, 3, 3, 9, 2]
[2, 5, 4, 3, 10, 4]
[4, 2, 5, 6, 4, 1]
[8, 6, 3, 3, 5, 7]
[6, 11, 6, 6, 17, 4]
[5, 8, 4, 5, 11, 2]
[4, 4, 4, 6, 12, 2]
[7, 8, 5, 3, 6, 5]
[4, 1, 3, 5, 4, 3]
[4, 3, 6, 5, 8, 6]
[4, 0, 3, 2, 8, 2]
[3, 8, 5, 3, 9, 1]
[7, 2, 3, 2, 7, 2]
[4, 8, 6, 3, 9, 5]
[2, 7, 3, 2, 14, 7]
[2, 1, 5, 3, 8, 1]
[1, 4, 6, 5, 11, 5]
[3, 7, 5, 3, 10, 4]
[6, 4, 5, 4, 7, 2]
[5, 7, 4, 4, 2, 3]
[1, 8, 5, 4, 8, 3]
[7, 3, 8, 7, 7, 6]
[1, 4, 3, 3, 10, 4]
[6, 8, 4, 5, 15, 4]
[2, 6, 6, 6, 9, 4]
[6, 3, 2, 4, 14, 4]
[2, 2, 4, 1, 14, 7]
[8, 7, 2, 5, 14, 2]
[5, 5, 3, 1, 9, 0]
[5, 5, 3, 6, 5, 8]
[8, 4, 13, 5, 10, 4]
[6, 6, 6, 7, 17, 9]
[12, 15, 10, 12, 18, 16]
[15, 14, 16, 13, 19, 22]
[16, 16, 12, 20, 13, 24]
[19, 19, 17, 14, 10, 30]
[11, 13, 17, 14, 12, 20]
[23, 17, 7, 18, 8, 21]
[22, 18, 20, 16, 14, 31]
[14, 10, 17, 9, 11, 19]
[18, 25, 23, 20, 17, 40]
[22, 16, 15, 19, 11, 33]
[16, 20, 20, 12, 16, 36]
[22, 10, 19, 21, 12, 39]
[20, 21, 22, 20, 9, 33]
[30, 16, 19, 20, 12, 36]
[18, 22, 16, 20, 15, 32]
[12, 10, 8, 7, 18, 18]
[20, 14, 21, 22, 19, 39]
[13, 20, 19, 9, 23, 25]
[7, 18, 16, 22, 28, 32]
[16, 24, 16, 25, 22, 34]
[18, 23, 21, 11, 20, 25]
[20, 15, 16, 15, 20, 40]
[14, 9, 16, 11, 20, 29]
[14, 18, 15, 15, 24, 29]
[14, 18, 17, 6, 23, 18]
[7, 13, 11, 5, 30, 11]
[13, 21, 9, 6, 20, 15]
[13, 9, 13, 12, 5, 20]
[16, 15, 15, 11, 21, 29]
[17, 14, 11, 17, 22, 13]
[15, 12, 11, 2, 9, 22]
[11, 17, 8, 7, 15, 5]
[12, 7, 10, 8, 7, 23]
[9, 11, 4, 9, 6, 6]
[10, 12, 7, 7, 21, 8]
[13, 15, 13, 15, 20, 18]
[9, 17, 18, 11, 19, 24]
[7, 14, 11, 11, 12, 15]
[11, 8, 7, 12, 15, 11]
[11, 11, 15, 15, 13, 11]
[10, 7, 12, 6, 12, 13]
[9, 16, 5, 6, 21, 21]
[12, 22, 21, 15, 18, 36]
[13, 21, 14, 20, 18, 30]
[7, 17, 12, 14, 9, 13]
[16, 19, 23, 14, 18, 25]
[18, 16, 15, 9, 25, 20]
[11, 26, 17, 15, 18, 28]
[17, 12, 20, 15, 21, 26]
[14, 14, 8, 19, 21, 17]
[18, 27, 32, 29, 31, 24]
[5, 12, 11, 9, 6, 8]
[16, 10, 7, 8, 19, 13]
[7, 13, 12, 11, 18, 15]
[6, 6, 4, 14, 14, 3]
[10, 7, 9, 4, 18, 5]
[4, 6, 2, 1, 1, 6]
[5, 13, 6, 9, 21, 16]
[12, 22, 11, 6, 15, 17]
[11, 15, 9, 4, 22, 13]
[6, 7, 7, 7, 10, 5]
[12, 6, 8, 4, 14, 9]
[5, 11, 8, 4, 15, 10]
[6, 14, 6, 7, 20, 5]
[10, 5, 12, 6, 12, 10]
[11, 15, 13, 8, 22, 29]
[23, 9, 17, 17, 14, 28]
[10, 11, 11, 21, 26, 29]
[11, 10, 12, 8, 11, 9]
[19, 7, 13, 18, 16, 30]
[17, 14, 16, 14, 20, 20]
[18, 9, 6, 10, 15, 30]
[10, 10, 13, 7, 13, 20]
[7, 13, 9, 7, 15, 14]
[6, 10, 13, 12, 9, 11]
[5, 15, 7, 12, 16, 4]
[10, 7, 6, 4, 11, 12]
[11, 4, 9, 11, 8, 6]
[3, 6, 11, 5, 13, 11]
[6, 9, 11, 4, 9, 7]
[13, 3, 15, 7, 22, 10]
[10, 11, 4, 8, 24, 7]
[12, 11, 10, 5, 14, 14]
[10, 7, 5, 13, 18, 13]
[9, 10, 8, 9, 34, 9]
[6, 7, 18, 7, 17, 10]
[14, 11, 7, 10, 24, 12]
[8, 13, 11, 7, 19, 20]
[9, 12, 7, 6, 14, 12]
[13, 14, 13, 7, 23, 8]
[10, 21, 10, 7, 22, 13]
[15, 16, 14, 12, 22, 15]
[6, 25, 14, 11, 27, 19]
[12, 29, 15, 15, 24, 17]
[3, 9, 16, 8, 17, 6]
[12, 14, 11, 20, 10, 11]
[2, 3, 4, 3, 2, 3]
[3, 8, 4, 5, 12, 3]
[4, 5, 1, 0, 9, 4]
[2, 4, 3, 6, 5, 1]
[2, 7, 2, 2, 3, 0]
[2, 4, 0, 1, 1, 6]
[5, 5, 5, 2, 4, 5]
[3, 9, 10, 8, 7, 4]
[5, 3, 1, 3, 5, 2]
[1, 2, 0, 1, 1, 4]
[2, 3, 2, 4, 5, 2]
[4, 2, 3, 1, 1, 7]
[4, 4, 5, 4, 4, 4]
[10, 10, 5, 3, 8, 5]
[1, 7, 4, 3, 5, 4]
[4, 4, 4, 3, 5, 6]
[4, 2, 1, 6, 15, 2]
[1, 4, 6, 3, 10, 3]
[3, 2, 4, 4, 4, 3]
[2, 2, 6, 2, 8, 4]
[5, 4, 1, 1, 7, 0]
[4, 0, 2, 4, 3, 4]
[4, 1, 6, 3, 9, 2]
[5, 1, 3, 4, 10, 2]
[1, 1, 2, 2, 18, 5]
[3, 5, 6, 4, 7, 3]
[2, 8, 1, 4, 8, 1]
[5, 6, 3, 2, 8, 6]
[2, 3, 9, 1, 6, 2]
[7, 5, 5, 2, 10, 4]
[1, 6, 1, 3, 5, 4]
[0, 3, 3, 0, 5, 1]
[5, 3, 2, 6, 2, 2]
[2, 4, 3, 3, 4, 2]
[2, 3, 4, 3, 9, 3]
[6, 4, 2, 2, 6, 6]
[2, 3, 6, 3, 6, 3]
[2, 5, 1, 5, 4, 2]
[4, 6, 4, 7, 13, 5]
[7, 8, 6, 7, 10, 4]
[5, 10, 6, 3, 9, 3]
[6, 4, 5, 1, 9, 6]
[4, 4, 5, 3, 8, 7]
[6, 8, 11, 6, 11, 5]
[2, 4, 10, 3, 5, 6]
[4, 9, 5, 5, 9, 1]
[7, 6, 9, 6, 19, 5]
[3, 4, 1, 1, 6, 5]
[6, 5, 3, 2, 11, 5]
[4, 5, 4, 4, 19, 4]
[4, 6, 4, 5, 8, 5]
[2, 5, 3, 1, 10, 4]
[4, 7, 4, 3, 17, 10]
[7, 5, 7, 7, 9, 3]
[3, 6, 5, 3, 15, 4]
[3, 14, 2, 5, 8, 3]
[2, 8, 4, 7, 14, 4]
[2, 4, 5, 3, 2, 0]
[10, 10, 6, 6, 9, 10]
[11, 8, 6, 8, 17, 19]
[7, 12, 12, 11, 23, 11]
[7, 11, 10, 2, 25, 4]
[12, 16, 8, 8, 20, 11]
[12, 7, 13, 7, 19, 16]
[13, 16, 14, 20, 16, 13]
[15, 14, 20, 28, 21, 24]
[13, 16, 18, 9, 23, 23]
[14, 19, 19, 12, 20, 11]
[20, 11, 12, 16, 21, 19]
[21, 11, 13, 19, 14, 22]
[18, 12, 25, 15, 11, 14]
[24, 20, 26, 10, 21, 13]
[18, 13, 17, 15, 9, 15]
[7, 13, 7, 6, 11, 19]
[21, 19, 10, 15, 24, 18]
[11, 10, 9, 14, 18, 12]
[11, 17, 15, 13, 22, 15]
[5, 17, 17, 18, 26, 11]
[18, 7, 15, 23, 19, 30]
[20, 17, 21, 25, 22, 18]
[30, 19, 21, 25, 17, 22]
[19, 25, 11, 26, 17, 28]
[18, 20, 18, 19, 22, 24]
[18, 18, 16, 14, 27, 29]
[17, 22, 18, 15, 18, 12]
[16, 17, 19, 14, 23, 25]
[16, 15, 16, 20, 19, 22]
[18, 9, 17, 14, 19, 19]
[21, 15, 16, 14, 16, 17]
[12, 11, 8, 12, 19, 8]
[15, 10, 8, 15, 8, 20]
[17, 5, 5, 5, 13, 5]
[7, 11, 12, 10, 21, 8]
[13, 5, 6, 9, 12, 8]
[8, 7, 8, 9, 13, 5]
[13, 9, 10, 9, 17, 13]
[6, 5, 7, 8, 28, 7]
[12, 12, 7, 4, 10, 2]
[13, 5, 7, 7, 19, 8]
[9, 2, 10, 10, 10, 8]
[11, 8, 4, 5, 16, 4]
[6, 5, 5, 6, 22, 5]
[5, 9, 9, 11, 18, 11]
[5, 15, 6, 5, 10, 10]
[7, 18, 7, 8, 15, 11]
[14, 22, 15, 8, 26, 13]
[10, 15, 15, 9, 19, 14]
[10, 14, 18, 12, 30, 14]
[11, 16, 9, 8, 14, 10]
[9, 9, 10, 8, 16, 7]
[4, 16, 9, 8, 19, 9]
[8, 15, 13, 11, 33, 8]
[7, 9, 10, 6, 24, 9]
[14, 26, 15, 12, 29, 13]
[22, 16, 19, 13, 19, 22]
[14, 18, 21, 18, 15, 17]
[11, 16, 13, 12, 15, 14]
[12, 18, 10, 9, 18, 19]
[7, 22, 8, 14, 12, 16]
[11, 15, 16, 16, 20, 13]
[6, 12, 12, 17, 21, 13]
[7, 9, 12, 10, 28, 15]
[15, 11, 13, 9, 19, 10]
[11, 23, 17, 20, 18, 25]
[7, 15, 12, 6, 16, 7]
[10, 9, 11, 12, 19, 14]
[7, 16, 9, 5, 22, 8]
[18, 25, 18, 19, 49, 11]
